Departement,Code_INSEE,pregion,code_DFCI,Jour,Heure,Surface_parcourue_m2,pTempMax_Deg,pTempMin_Deg,pWind_kmh,pWet_percent,pVisibility_km,pCloudCoverage_percent,pDayduration_hour,FFMC,ISI,SB
2B,2B049,languedoc-roussillon,NC24F13,2010-08-28,06:47:00,78500,27,20,24,70,10.0,2.0,13:25:0,84.43568404076827,5.162813023378751,78500
13,13108,corse,HD86F64,2010-08-28,07:23:00,50000,26,17,26,86,9.0,9.0,13:19:0,81.79625846352366,2.761615222059115,50000
13,13108,languedoc-roussillon,HD86F64,2010-08-28,07:23:00,50000,27,20,24,70,10.0,2.0,13:25:0,84.43568404076827,5.162813023378751,50000
11,11258,corse,GD40F12,2010-08-28,10:52:00,199200,26,17,26,86,9.0,9.0,13:19:0,81.79625846352366,2.761615222059115,199200
11,11258,languedoc-roussillon,GD40F12,2010-08-28,10:52:00,199200,27,20,24,70,10.0,2.0,13:25:0,84.43568404076827,5.162813023378751,199200
83,83004,corse,LD22H75,2010-08-28,10:57:00,5,26,17,26,86,9.0,9.0,13:19:0,81.79625846352366,2.761615222059115,5
83,83004,languedoc-roussillon,LD22H75,2010-08-28,10:57:00,5,27,20,24,70,10.0,2.0,13:25:0,84.43568404076827,5.162813023378751,5
2B,2B292,corse,NC62F05,2010-08-28,12:40:00,205700,26,17,26,86,9.0,9.0,13:19:0,81.79625846352366,2.761615222059115,205700
2B,2B292,languedoc-roussillon,NC62F05,2010-08-28,12:40:00,205700,27,20,24,70,10.0,2.0,13:25:0,84.43568404076827,5.162813023378751,205700
13,13081,corse,KD22G81,2010-08-28,12:53:00,2000,26,17,26,86,9.0,9.0,13:19:0,81.79625846352366,2.761615222059115,2000
13,13081,languedoc-roussillon,KD22G81,2010-08-28,12:53:00,2000,27,20,24,70,10.0,2.0,13:25:0,84.43568404076827,5.162813023378751,2000
2A,2A272,corse,NB44G34,2010-08-28,14:04:00,10,26,17,26,86,9.0,9.0,13:19:0,81.79625846352366,2.761615222059115,10
2A,2A272,languedoc-roussillon,NB44G34,2010-08-28,14:04:00,10,27,20,24,70,10.0,2.0,13:25:0,84.43568404076827,5.162813023378751,10
13,13079,corse,KD62G95,2010-08-28,15:14:00,200,26,17,26,86,9.0,9.0,13:19:0,81.79625846352366,2.761615222059115,200
13,13079,languedoc-roussillon,KD62G95,2010-08-28,15:14:00,200,27,20,24,70,10.0,2.0,13:25:0,84.43568404076827,5.162813023378751,200
2B,2B047,corse,NC42G31,2010-08-28,15:30:00,50,26,17,26,86,9.0,9.0,13:19:0,81.79625846352366,2.761615222059115,50
2B,2B047,languedoc-roussillon,NC42G31,2010-08-28,15:30:00,50,27,20,24,70,10.0,2.0,13:25:0,84.43568404076827,5.162813023378751,50
34,34266,corse,HD26A1,2010-08-28,16:01:00,1500,26,17,26,86,9.0,9.0,13:19:0,81.79625846352366,2.761615222059115,1500
34,34266,languedoc-roussillon,HD26A1,2010-08-28,16:01:00,1500,27,20,24,70,10.0,2.0,13:25:0,84.43568404076827,5.162813023378751,1500
07,07023,corse,HE64A44,2010-08-28,16:09:00,2500,26,17,26,86,9.0,9.0,13:19:0,81.79625846352366,2.761615222059115,2500
07,07023,languedoc-roussillon,HE64A44,2010-08-28,16:09:00,2500,27,20,24,70,10.0,2.0,13:25:0,84.43568404076827,5.162813023378751,2500
34,34059,corse,GD22K0,2010-08-28,16:41:00,335000,26,17,26,86,9.0,9.0,13:19:0,81.79625846352366,2.761615222059115,335000
34,34059,languedoc-roussillon,GD22K0,2010-08-28,16:41:00,335000,27,20,24,70,10.0,2.0,13:25:0,84.43568404076827,5.162813023378751,335000
2A,2A048,corse,NB28F51,2010-08-28,16:41:00,10,26,17,26,86,9.0,9.0,13:19:0,81.79625846352366,2.761615222059115,10
2A,2A048,languedoc-roussillon,NB28F51,2010-08-28,16:41:00,10,27,20,24,70,10.0,2.0,13:25:0,84.43568404076827,5.162813023378751,10
83,83124,corse,LD44E74,2010-08-28,17:06:00,7000,26,17,26,86,9.0,9.0,13:19:0,81.79625846352366,2.761615222059115,7000
83,83124,languedoc-roussillon,LD44E74,2010-08-28,17:06:00,7000,27,20,24,70,10.0,2.0,13:25:0,84.43568404076827,5.162813023378751,7000
66,66002,corse,GC42H81,2010-08-28,17:15:00,15000,26,17,26,86,9.0,9.0,13:19:0,81.79625846352366,2.761615222059115,15000
66,66002,languedoc-roussillon,GC42H81,2010-08-28,17:15:00,15000,27,20,24,70,10.0,2.0,13:25:0,84.43568404076827,5.162813023378751,15000
13,13028,corse,KD60D01,2010-08-28,18:23:00,50,26,17,26,86,9.0,9.0,13:19:0,81.79625846352366,2.761615222059115,50
13,13028,languedoc-roussillon,KD60D01,2010-08-28,18:23:00,50,27,20,24,70,10.0,2.0,13:25:0,84.43568404076827,5.162813023378751,50
13,13091,corse,KD24L44,2010-08-28,19:07:00,50000,26,17,26,86,9.0,9.0,13:19:0,81.79625846352366,2.761615222059115,50000
13,13091,languedoc-roussillon,KD24L44,2010-08-28,19:07:00,50000,27,20,24,70,10.0,2.0,13:25:0,84.43568404076827,5.162813023378751,50000
06,06141,corse,LD88B45,2010-08-29,03:12:00,5000,26,19,12,78,10.0,14.0,13:16:0,86.42677342464111,4.235467661649014,5000
11,11434,corse,FD60L32,2010-08-29,09:13:00,12709,26,19,12,78,10.0,14.0,13:16:0,86.42677342464111,4.235467661649014,12709
83,83046,corse,LD04F24,2010-08-29,09:39:00,40,26,19,12,78,10.0,14.0,13:16:0,86.42677342464111,4.235467661649014,40
2B,2B261,corse,ND60L11,2010-08-29,10:12:00,95700,26,19,12,78,10.0,14.0,13:16:0,86.42677342464111,4.235467661649014,95700
11,11256,corse,GC28K43,2010-08-29,12:58:00,200,26,19,12,78,10.0,14.0,13:16:0,86.42677342464111,4.235467661649014,200
04,04070,corse,LE00F0,2010-08-29,17:30:00,500,26,19,12,78,10.0,14.0,13:16:0,86.42677342464111,4.235467661649014,500
30,30057,corse,HD68F0,2010-08-29,18:34:00,25000,26,19,12,78,10.0,14.0,13:16:0,86.42677342464111,4.235467661649014,25000
13,13001,corse,KD42A64,2010-08-29,18:36:00,500,26,19,12,78,10.0,14.0,13:16:0,86.42677342464111,4.235467661649014,500
66,66103,corse,GC02G84,2010-08-29,20:45:00,20000,26,19,12,78,10.0,14.0,13:16:0,86.42677342464111,4.235467661649014,20000
06,06104,provence-alpes-c-te-d-azur,MD06G84,2010-08-30,01:13:00,400,23,16,47,67,10.0,1.0,13:18:0,84.36490747283177,16.188573857434097,400
06,06104,languedoc-roussillon,MD06G84,2010-08-30,01:13:00,400,25,16,27,61,10.0,2.0,13:18:0,85.54162431507505,7.603378072752616,400
83,83050,provence-alpes-c-te-d-azur,LD24H33,2010-08-30,09:43:00,1000,23,16,47,67,10.0,1.0,13:18:0,84.36490747283177,16.188573857434097,1000
83,83050,languedoc-roussillon,LD24H33,2010-08-30,09:43:00,1000,25,16,27,61,10.0,2.0,13:18:0,85.54162431507505,7.603378072752616,1000
13,13069,provence-alpes-c-te-d-azur,KD24E64,2010-08-30,11:30:00,300,23,16,47,67,10.0,1.0,13:18:0,84.36490747283177,16.188573857434097,300
13,13069,languedoc-roussillon,KD24E64,2010-08-30,11:30:00,300,25,16,27,61,10.0,2.0,13:18:0,85.54162431507505,7.603378072752616,300
13,13001,provence-alpes-c-te-d-azur,KD42A64,2010-08-30,11:31:00,100,23,16,47,67,10.0,1.0,13:18:0,84.36490747283177,16.188573857434097,100
13,13001,languedoc-roussillon,KD42A64,2010-08-30,11:31:00,100,25,16,27,61,10.0,2.0,13:18:0,85.54162431507505,7.603378072752616,100
2B,2B185,provence-alpes-c-te-d-azur,NC66G14,2010-08-30,12:28:00,8000,23,16,47,67,10.0,1.0,13:18:0,84.36490747283177,16.188573857434097,8000
2B,2B185,languedoc-roussillon,NC66G14,2010-08-30,12:28:00,8000,25,16,27,61,10.0,2.0,13:18:0,85.54162431507505,7.603378072752616,8000
30,30133,provence-alpes-c-te-d-azur,HD42E63,2010-08-30,12:45:00,190000,23,16,47,67,10.0,1.0,13:18:0,84.36490747283177,16.188573857434097,190000
30,30133,languedoc-roussillon,HD42E63,2010-08-30,12:45:00,190000,25,16,27,61,10.0,2.0,13:18:0,85.54162431507505,7.603378072752616,190000
30,30189,provence-alpes-c-te-d-azur,HD46L85,2010-08-30,12:55:00,150000,23,16,47,67,10.0,1.0,13:18:0,84.36490747283177,16.188573857434097,150000
30,30189,languedoc-roussillon,HD46L85,2010-08-30,12:55:00,150000,25,16,27,61,10.0,2.0,13:18:0,85.54162431507505,7.603378072752616,150000
66,66050,provence-alpes-c-te-d-azur,GC44F43,2010-08-30,13:08:00,10000,23,16,47,67,10.0,1.0,13:18:0,84.36490747283177,16.188573857434097,10000
66,66050,languedoc-roussillon,GC44F43,2010-08-30,13:08:00,10000,25,16,27,61,10.0,2.0,13:18:0,85.54162431507505,7.603378072752616,10000
48,48040,provence-alpes-c-te-d-azur,HE04K5,2010-08-30,13:18:00,600,23,16,47,67,10.0,1.0,13:18:0,84.36490747283177,16.188573857434097,600
48,48040,languedoc-roussillon,HE04K5,2010-08-30,13:18:00,600,25,16,27,61,10.0,2.0,13:18:0,85.54162431507505,7.603378072752616,600
34,34341,provence-alpes-c-te-d-azur,GD82L5,2010-08-30,13:45:00,4070000,23,16,47,67,10.0,1.0,13:18:0,84.36490747283177,16.188573857434097,4070000
34,34341,languedoc-roussillon,GD82L5,2010-08-30,13:45:00,4070000,25,16,27,61,10.0,2.0,13:18:0,85.54162431507505,7.603378072752616,4070000
34,34157,provence-alpes-c-te-d-azur,GD82L3,2010-08-30,14:10:00,500,23,16,47,67,10.0,1.0,13:18:0,84.36490747283177,16.188573857434097,500
34,34157,languedoc-roussillon,GD82L3,2010-08-30,14:10:00,500,25,16,27,61,10.0,2.0,13:18:0,85.54162431507505,7.603378072752616,500
04,04091,provence-alpes-c-te-d-azur,KD88D7,2010-08-30,14:58:00,19000,23,16,47,67,10.0,1.0,13:18:0,84.36490747283177,16.188573857434097,19000
04,04091,languedoc-roussillon,KD88D7,2010-08-30,14:58:00,19000,25,16,27,61,10.0,2.0,13:18:0,85.54162431507505,7.603378072752616,19000
13,13091,provence-alpes-c-te-d-azur,KD44C31,2010-08-30,15:12:00,88000,23,16,47,67,10.0,1.0,13:18:0,84.36490747283177,16.188573857434097,88000
13,13091,languedoc-roussillon,KD44C31,2010-08-30,15:12:00,88000,25,16,27,61,10.0,2.0,13:18:0,85.54162431507505,7.603378072752616,88000
34,34123,provence-alpes-c-te-d-azur,HD04L4,2010-08-30,15:14:00,134800,23,16,47,67,10.0,1.0,13:18:0,84.36490747283177,16.188573857434097,134800
34,34123,languedoc-roussillon,HD04L4,2010-08-30,15:14:00,134800,25,16,27,61,10.0,2.0,13:18:0,85.54162431507505,7.603378072752616,134800
83,83073,provence-alpes-c-te-d-azur,LD22C23,2010-08-30,15:23:00,360000,23,16,47,67,10.0,1.0,13:18:0,84.36490747283177,16.188573857434097,360000
83,83073,languedoc-roussillon,LD22C23,2010-08-30,15:23:00,360000,25,16,27,61,10.0,2.0,13:18:0,85.54162431507505,7.603378072752616,360000
13,13001,provence-alpes-c-te-d-azur,KD42A64,2010-08-30,15:25:00,100,23,16,47,67,10.0,1.0,13:18:0,84.36490747283177,16.188573857434097,100
13,13001,languedoc-roussillon,KD42A64,2010-08-30,15:25:00,100,25,16,27,61,10.0,2.0,13:18:0,85.54162431507505,7.603378072752616,100
83,83075,provence-alpes-c-te-d-azur,LD22C02,2010-08-30,15:26:00,500,23,16,47,67,10.0,1.0,13:18:0,84.36490747283177,16.188573857434097,500
83,83075,languedoc-roussillon,LD22C02,2010-08-30,15:26:00,500,25,16,27,61,10.0,2.0,13:18:0,85.54162431507505,7.603378072752616,500
34,34102,provence-alpes-c-te-d-azur,HD26E4,2010-08-30,15:58:00,25440000,23,16,47,67,10.0,1.0,13:18:0,84.36490747283177,16.188573857434097,25440000
34,34102,languedoc-roussillon,HD26E4,2010-08-30,15:58:00,25440000,25,16,27,61,10.0,2.0,13:18:0,85.54162431507505,7.603378072752616,25440000
26,26365,provence-alpes-c-te-d-azur,KE06F82,2010-08-30,16:12:00,4000,23,16,47,67,10.0,1.0,13:18:0,84.36490747283177,16.188573857434097,4000
26,26365,languedoc-roussillon,KE06F82,2010-08-30,16:12:00,4000,25,16,27,61,10.0,2.0,13:18:0,85.54162431507505,7.603378072752616,4000
11,11317,provence-alpes-c-te-d-azur,FC64L71,2010-08-30,16:18:00,9000,23,16,47,67,10.0,1.0,13:18:0,84.36490747283177,16.188573857434097,9000
11,11317,languedoc-roussillon,FC64L71,2010-08-30,16:18:00,9000,25,16,27,61,10.0,2.0,13:18:0,85.54162431507505,7.603378072752616,9000
11,11116,provence-alpes-c-te-d-azur,GD40H31,2010-08-30,16:38:00,129294,23,16,47,67,10.0,1.0,13:18:0,84.36490747283177,16.188573857434097,129294
11,11116,languedoc-roussillon,GD40H31,2010-08-30,16:38:00,129294,25,16,27,61,10.0,2.0,13:18:0,85.54162431507505,7.603378072752616,129294
2B,2B047,provence-alpes-c-te-d-azur,NC42F33,2010-08-30,16:46:00,10,23,16,47,67,10.0,1.0,13:18:0,84.36490747283177,16.188573857434097,10
2B,2B047,languedoc-roussillon,NC42F33,2010-08-30,16:46:00,10,25,16,27,61,10.0,2.0,13:18:0,85.54162431507505,7.603378072752616,10
34,34328,provence-alpes-c-te-d-azur,GD84L0,2010-08-30,17:36:00,13000,23,16,47,67,10.0,1.0,13:18:0,84.36490747283177,16.188573857434097,13000
34,34328,languedoc-roussillon,GD84L0,2010-08-30,17:36:00,13000,25,16,27,61,10.0,2.0,13:18:0,85.54162431507505,7.603378072752616,13000
2B,2B185,provence-alpes-c-te-d-azur,NC66H13,2010-08-30,18:27:00,500,23,16,47,67,10.0,1.0,13:18:0,84.36490747283177,16.188573857434097,500
2B,2B185,languedoc-roussillon,NC66H13,2010-08-30,18:27:00,500,25,16,27,61,10.0,2.0,13:18:0,85.54162431507505,7.603378072752616,500
34,34258,provence-alpes-c-te-d-azur,GD62D4,2010-08-30,18:30:00,11500,23,16,47,67,10.0,1.0,13:18:0,84.36490747283177,16.188573857434097,11500
34,34258,languedoc-roussillon,GD62D4,2010-08-30,18:30:00,11500,25,16,27,61,10.0,2.0,13:18:0,85.54162431507505,7.603378072752616,11500
83,83094,provence-alpes-c-te-d-azur,LD42B35,2010-08-30,18:57:00,100,23,16,47,67,10.0,1.0,13:18:0,84.36490747283177,16.188573857434097,100
83,83094,languedoc-roussillon,LD42B35,2010-08-30,18:57:00,100,25,16,27,61,10.0,2.0,13:18:0,85.54162431507505,7.603378072752616,100
48,48068,provence-alpes-c-te-d-azur,GE84B4,2010-08-30,19:50:00,1000,23,16,47,67,10.0,1.0,13:18:0,84.36490747283177,16.188573857434097,1000
48,48068,languedoc-roussillon,GE84B4,2010-08-30,19:50:00,1000,25,16,27,61,10.0,2.0,13:18:0,85.54162431507505,7.603378072752616,1000
11,11041,provence-alpes-c-te-d-azur,GD40B63,2010-08-30,19:59:00,5,23,16,47,67,10.0,1.0,13:18:0,84.36490747283177,16.188573857434097,5
11,11041,languedoc-roussillon,GD40B63,2010-08-30,19:59:00,5,25,16,27,61,10.0,2.0,13:18:0,85.54162431507505,7.603378072752616,5
07,07147,provence-alpes-c-te-d-azur,HE24L02,2010-08-30,20:23:00,158359,23,16,47,67,10.0,1.0,13:18:0,84.36490747283177,16.188573857434097,158359
07,07147,languedoc-roussillon,HE24L02,2010-08-30,20:23:00,158359,25,16,27,61,10.0,2.0,13:18:0,85.54162431507505,7.603378072752616,158359
13,13022,provence-alpes-c-te-d-azur,KD60B32,2010-08-30,20:36:00,1860000,23,16,47,67,10.0,1.0,13:18:0,84.36490747283177,16.188573857434097,1860000
13,13022,languedoc-roussillon,KD60B32,2010-08-30,20:36:00,1860000,25,16,27,61,10.0,2.0,13:18:0,85.54162431507505,7.603378072752616,1860000
83,83027,provence-alpes-c-te-d-azur,KD60G21,2010-08-30,20:52:00,200,23,16,47,67,10.0,1.0,13:18:0,84.36490747283177,16.188573857434097,200
83,83027,languedoc-roussillon,KD60G21,2010-08-30,20:52:00,200,25,16,27,61,10.0,2.0,13:18:0,85.54162431507505,7.603378072752616,200
07,07305,provence-alpes-c-te-d-azur,he42a95,2010-08-30,20:56:00,129150,23,16,47,67,10.0,1.0,13:18:0,84.36490747283177,16.188573857434097,129150
07,07305,languedoc-roussillon,he42a95,2010-08-30,20:56:00,129150,25,16,27,61,10.0,2.0,13:18:0,85.54162431507505,7.603378072752616,129150
2B,2B143,corse,NC80H61,2010-08-31,01:33:00,600,26,13,15,66,10.0,1.0,13:11:0,84.50587668529496,3.332913813473472,600
2B,2B143,languedoc-roussillon,NC80H61,2010-08-31,01:33:00,600,26,14,24,69,10.0,0.0,13:15:0,84.06891108932862,4.740951672067409,600
34,34266,corse,HD26A1,2010-08-31,02:09:00,12300,26,13,15,66,10.0,1.0,13:11:0,84.50587668529496,3.332913813473472,12300
34,34266,languedoc-roussillon,HD26A1,2010-08-31,02:09:00,12300,26,14,24,69,10.0,0.0,13:15:0,84.06891108932862,4.740951672067409,12300
34,34266,corse,HD26A1,2010-08-31,02:10:00,10,26,13,15,66,10.0,1.0,13:11:0,84.50587668529496,3.332913813473472,10
34,34266,languedoc-roussillon,HD26A1,2010-08-31,02:10:00,10,26,14,24,69,10.0,0.0,13:15:0,84.06891108932862,4.740951672067409,10
2B,2B145,corse,NC84B23,2010-08-31,06:33:00,8000,26,13,15,66,10.0,1.0,13:11:0,84.50587668529496,3.332913813473472,8000
2B,2B145,languedoc-roussillon,NC84B23,2010-08-31,06:33:00,8000,26,14,24,69,10.0,0.0,13:15:0,84.06891108932862,4.740951672067409,8000
07,07138,corse,HE64D84,2010-08-31,08:55:00,1500,26,13,15,66,10.0,1.0,13:11:0,84.50587668529496,3.332913813473472,1500
07,07138,languedoc-roussillon,HE64D84,2010-08-31,08:55:00,1500,26,14,24,69,10.0,0.0,13:15:0,84.06891108932862,4.740951672067409,1500
11,11152,corse,GC28L24,2010-08-31,11:25:00,10,26,13,15,66,10.0,1.0,13:11:0,84.50587668529496,3.332913813473472,10
11,11152,languedoc-roussillon,GC28L24,2010-08-31,11:25:00,10,26,14,24,69,10.0,0.0,13:15:0,84.06891108932862,4.740951672067409,10
2B,2B355,corse,NC64H43,2010-08-31,12:55:00,320085,26,13,15,66,10.0,1.0,13:11:0,84.50587668529496,3.332913813473472,320085
2B,2B355,languedoc-roussillon,NC64H43,2010-08-31,12:55:00,320085,26,14,24,69,10.0,0.0,13:15:0,84.06891108932862,4.740951672067409,320085
07,07233,corse,HE66H91,2010-08-31,13:39:00,126213,26,13,15,66,10.0,1.0,13:11:0,84.50587668529496,3.332913813473472,126213
07,07233,languedoc-roussillon,HE66H91,2010-08-31,13:39:00,126213,26,14,24,69,10.0,0.0,13:15:0,84.06891108932862,4.740951672067409,126213
2B,2B143,corse,NC82E02,2010-08-31,13:40:00,380010,26,13,15,66,10.0,1.0,13:11:0,84.50587668529496,3.332913813473472,380010
2B,2B143,languedoc-roussillon,NC82E02,2010-08-31,13:40:00,380010,26,14,24,69,10.0,0.0,13:15:0,84.06891108932862,4.740951672067409,380010
13,13072,corse,KD62D63,2010-08-31,14:22:00,100,26,13,15,66,10.0,1.0,13:11:0,84.50587668529496,3.332913813473472,100
13,13072,languedoc-roussillon,KD62D63,2010-08-31,14:22:00,100,26,14,24,69,10.0,0.0,13:15:0,84.06891108932862,4.740951672067409,100
48,48078,corse,GE84C8,2010-08-31,14:25:00,126900,26,13,15,66,10.0,1.0,13:11:0,84.50587668529496,3.332913813473472,126900
48,48078,languedoc-roussillon,GE84C8,2010-08-31,14:25:00,126900,26,14,24,69,10.0,0.0,13:15:0,84.06891108932862,4.740951672067409,126900
48,48096,corse,GE80F3,2010-08-31,14:27:00,230000,26,13,15,66,10.0,1.0,13:11:0,84.50587668529496,3.332913813473472,230000
48,48096,languedoc-roussillon,GE80F3,2010-08-31,14:27:00,230000,26,14,24,69,10.0,0.0,13:15:0,84.06891108932862,4.740951672067409,230000
34,34218,corse,GD42G3,2010-08-31,14:34:00,400,26,13,15,66,10.0,1.0,13:11:0,84.50587668529496,3.332913813473472,400
34,34218,languedoc-roussillon,GD42G3,2010-08-31,14:34:00,400,26,14,24,69,10.0,0.0,13:15:0,84.06891108932862,4.740951672067409,400
11,11117,corse,GC26B64,2010-08-31,14:38:00,387821,26,13,15,66,10.0,1.0,13:11:0,84.50587668529496,3.332913813473472,387821
11,11117,languedoc-roussillon,GC26B64,2010-08-31,14:38:00,387821,26,14,24,69,10.0,0.0,13:15:0,84.06891108932862,4.740951672067409,387821
11,11202,corse,GC46K42,2010-08-31,14:41:00,9034,26,13,15,66,10.0,1.0,13:11:0,84.50587668529496,3.332913813473472,9034
11,11202,languedoc-roussillon,GC46K42,2010-08-31,14:41:00,9034,26,14,24,69,10.0,0.0,13:15:0,84.06891108932862,4.740951672067409,9034
30,30034,corse,HD66G13,2010-08-31,15:14:00,520000,26,13,15,66,10.0,1.0,13:11:0,84.50587668529496,3.332913813473472,520000
30,30034,languedoc-roussillon,HD66G13,2010-08-31,15:14:00,520000,26,14,24,69,10.0,0.0,13:15:0,84.06891108932862,4.740951672067409,520000
2B,2B148,corse,NC84C61,2010-08-31,15:43:00,35000,26,13,15,66,10.0,1.0,13:11:0,84.50587668529496,3.332913813473472,35000
2B,2B148,languedoc-roussillon,NC84C61,2010-08-31,15:43:00,35000,26,14,24,69,10.0,0.0,13:15:0,84.06891108932862,4.740951672067409,35000
07,07110,corse,HE44F24,2010-08-31,16:37:00,5000,26,13,15,66,10.0,1.0,13:11:0,84.50587668529496,3.332913813473472,5000
07,07110,languedoc-roussillon,HE44F24,2010-08-31,16:37:00,5000,26,14,24,69,10.0,0.0,13:15:0,84.06891108932862,4.740951672067409,5000
2B,2B275,corse,NC62F23,2010-08-31,16:45:00,320,26,13,15,66,10.0,1.0,13:11:0,84.50587668529496,3.332913813473472,320
2B,2B275,languedoc-roussillon,NC62F23,2010-08-31,16:45:00,320,26,14,24,69,10.0,0.0,13:15:0,84.06891108932862,4.740951672067409,320
48,48074,corse,GE80A7,2010-08-31,17:46:00,963400,26,13,15,66,10.0,1.0,13:11:0,84.50587668529496,3.332913813473472,963400
48,48074,languedoc-roussillon,GE80A7,2010-08-31,17:46:00,963400,26,14,24,69,10.0,0.0,13:15:0,84.06891108932862,4.740951672067409,963400
34,34196,corse,GD66L6,2010-08-31,17:51:00,2500,26,13,15,66,10.0,1.0,13:11:0,84.50587668529496,3.332913813473472,2500
34,34196,languedoc-roussillon,GD66L6,2010-08-31,17:51:00,2500,26,14,24,69,10.0,0.0,13:15:0,84.06891108932862,4.740951672067409,2500
34,34229,corse,GD22L8,2010-08-31,18:01:00,1000,26,13,15,66,10.0,1.0,13:11:0,84.50587668529496,3.332913813473472,1000
34,34229,languedoc-roussillon,GD22L8,2010-08-31,18:01:00,1000,26,14,24,69,10.0,0.0,13:15:0,84.06891108932862,4.740951672067409,1000
30,30242,corse,HE60H8,2010-08-31,18:12:00,50700,26,13,15,66,10.0,1.0,13:11:0,84.50587668529496,3.332913813473472,50700
30,30242,languedoc-roussillon,HE60H8,2010-08-31,18:12:00,50700,26,14,24,69,10.0,0.0,13:15:0,84.06891108932862,4.740951672067409,50700
34,34248,corse,HD26C2,2010-08-31,20:14:00,13500,26,13,15,66,10.0,1.0,13:11:0,84.50587668529496,3.332913813473472,13500
34,34248,languedoc-roussillon,HD26C2,2010-08-31,20:14:00,13500,26,14,24,69,10.0,0.0,13:15:0,84.06891108932862,4.740951672067409,13500
34,34248,corse,HD26C2,2010-08-31,20:14:00,540,26,13,15,66,10.0,1.0,13:11:0,84.50587668529496,3.332913813473472,540
34,34248,languedoc-roussillon,HD26C2,2010-08-31,20:14:00,540,26,14,24,69,10.0,0.0,13:15:0,84.06891108932862,4.740951672067409,540
83,83023,corse,LD02D42,2010-08-31,22:51:00,200,26,13,15,66,10.0,1.0,13:11:0,84.50587668529496,3.332913813473472,200
83,83023,languedoc-roussillon,LD02D42,2010-08-31,22:51:00,200,26,14,24,69,10.0,0.0,13:15:0,84.06891108932862,4.740951672067409,200
83,83057,corse,LD02F44,2010-08-31,23:12:00,200,26,13,15,66,10.0,1.0,13:11:0,84.50587668529496,3.332913813473472,200
83,83057,languedoc-roussillon,LD02F44,2010-08-31,23:12:00,200,26,14,24,69,10.0,0.0,13:15:0,84.06891108932862,4.740951672067409,200
07,07045,corse,HE46F52,2010-09-03,07:40:00,8136,25,16,8,84,9.75,8.0,13:3:0,82.29635885228129,1.3103058186929701,8136
2B,2B188,corse,NC64L92,2010-09-03,11:01:00,90000,25,16,8,84,9.75,8.0,13:3:0,82.29635885228129,1.3103058186929701,90000
2B,2B188,corse,NC64K95,2010-09-03,11:30:00,800,25,16,8,84,9.75,8.0,13:3:0,82.29635885228129,1.3103058186929701,800
